Index,pressure
0,1.4963963963964033
1,1.4876393858551145
2,1.4790350588352787
3,1.4705779661036336
4,1.4622629507173641
5,1.4540851264373649
6,1.4460398582491876
7,1.4381227447457574
8,1.4303296021568588
9,1.4226564498374694
10,1.4150994970505186
11,1.4076551309002152
12,1.4003199052900064
13,1.3930905307945936
14,1.3859638653492654
15,1.3789369056713594
16,1.3720067793391593
17,1.365170737462441
18,1.358426147886591
19,1.3517704888793163
20,1.3452013432546075
21,1.338716392894019
22,1.332313413629827
23,1.325990270458504
24,1.3197449130565702
25,1.3135753715737744
26,1.3074797526812125
27,1.3014562358545534
28,1.2955030698742205
29,1.289618569526463
30,1.2838011124907311
31,1.2780491364001614
32,1.272361136063193
33,1.2667356608354494
34,1.2611713121320578
35,1.255666741071214
36,1.2502206462408116
37,1.244831771580539
38,1.239498904372301
39,1.2342208733327409
40,1.2289965468016053
41,1.2238248310206887
42,1.2187046684979932
43,1.213635036452516
44,1.2086149453350772
45,1.203643437421101
46,1.1987195854714257
47,1.1938424914575263
48,1.1890112853477721
49,1.1842251239514017
50,1.1794831898173783
51,1.1747846901850902
52,1.170128855984423
53,1.1655149408825571
54,1.160942220375132
55,1.1564099909196295
56,1.1519175691087062
57,1.1474642908816288
58,1.143049510771795
59,1.1386726011886077
60,1.1343329517319962
61,1.130029968537956
62,1.1257630736536268
63,1.1215317044403843
64,1.117335313003681
65,1.113173365648209
66,1.1090453423573017
67,1.1049507362952544
68,1.1008890533315345
69,1.0968598115858694
70,1.0928625409930592
71,1.0888967828867373
72,1.084962089601063
73,1.0810580240895276
74,1.0771841595600558
75,1.0733400791256276
76,1.0695253754696763
77,1.065739650525596
78,1.0619825151696387
79,1.058253588926641
80,1.0545524996878894
81,1.0508788834406797
82,1.0472323840088988
83,1.0436126528041854
84,1.0400193485871925
85,1.0364521372384348
86,1.0329106915383037
87,1.0293946909558656
88,1.02590382144596
89,1.0224377752543106
90,1.0189962507302883
91,1.0155789521469811
92,1.0121855895272625
93,1.0088158784783356
94,1.0054695400312053
95,1.0021463004865643
96,0.9988458912664632
97,0.9955680487715188
98,0.9923125142433675
99,0.9890790336322021
100,0.9858673574691146
101,0.9826772407430715
102,0.9795084427823056
103,0.9763607271399176
104,0.9732338614835665
105,0.9701276174889925
106,0.9670417707372819
107,0.9639761006156681
108,0.9609303902217572
109,0.957904426270996
110,0.9548979990072829
111,0.9519109021165756
112,0.9489429326433744
113,0.9459938909099552
114,0.9430635804382647
115,0.9401518078743402
116,0.9372583829151743
117,0.934383118237931
118,0.9315258294313733
119,0.9286863349294886
120,0.9258644559471721
121,0.9230600164179014
122,0.9202728429333196
123,0.9175027646846796
124,0.9147496134060505
125,0.91201322331922
126,0.9092934310802423
127,0.9065900757275733
128,0.9039029986317103
129,0.9012320434463018
130,0.8985770560606645
131,0.8959378845536626
132,0.8933143791488818
133,0.8907063921710805
134,0.8881137780038469
135,0.8855363930484252
136,0.8829740956836878
137,0.8804267462271698
138,0.8778942068971926
139,0.875376341775975
140,0.8728730167737414
141,0.8703840995937665
142,0.8679094596983395
143,0.8654489682756286
144,0.863002498207369
145,0.8605699240374017
146,0.8581511219410082
147,0.8557459696950085
148,0.8533543466486118
149,0.8509761336950025
150,0.8486112132436018
151,0.846259469193028
152,0.8439207869047108
153,0.8415950531771232
154,0.8392821562206587
155,0.8369819856330849
156,0.8346944323755743
157,0.8324193887493117
158,0.8301567483726271
159,0.8279064061586756
160,0.8256682582936055
161,0.8234422022152474
162,0.8212281365922643
163,0.8190259613037791
164,0.816835577419463
165,0.8146568871800437
166,0.8124897939782674
167,0.8103342023402564
168,0.8081900179072773
169,0.8060571474179146
170,0.8039354986905977
171,0.8018249806065333
172,0.7997255030929671
173,0.7976369771068238
174,0.7955593146186671
175,0.7934924285970095
176,0.7914362329929252
177,0.7893906427250025
178,0.7873555736645809
179,0.7853309426213024
180,0.7833166673289417
181,0.7813126664315262
182,0.7793188594697308
183,0.7773351668675391
184,0.7753615099191706
185,0.7733978107762555
186,0.7714439924352696
187,0.7694999787252026
188,0.7675656942954641
189,0.7656410646040276
190,0.7637260159057864
191,0.7618204752411406
192,0.759924370424803
193,0.7580376300347915
194,0.7561601834016479
195,0.7542919605978449
196,0.7524328924273985
197,0.7505829104156484
198,0.7487419467992543
199,0.7469099345163454
200,0.7450868071968643
201,0.7432724991530755
202,0.7414669453702486
203,0.7396700814975071
204,0.7378818438388256
205,0.7361021693442056
206,0.7343309956009862
207,0.7325682608253233
208,0.7308139038537967
209,0.7290678641351851
210,0.7273300817223571
211,0.7256004972643236
212,0.7238790519984031
213,0.7221656877425404
214,0.7204603468877429
215,0.7187629723906401
216,0.7170735077661791
217,0.7153918970804299
218,0.713718084943519
219,0.7120520165026705
220,0.7103936374353694
221,0.708742893942631
222,0.7070997327423795
223,0.7054641010629392
224,0.7038359466366219
225,0.7022152176934263
226,0.7006018629548333
227,0.6989958316276955
228,0.6973970733982358
229,0.6958055384261277
230,0.6942211773386767
231,0.6926439412250908
232,0.6910737816308371
233,0.6895106505520913
234,0.6879545004302687
235,0.6864052841466437
236,0.6848629550170459
237,0.6833274667866465
238,0.6817987736248101
239,0.6802768301200398
240,0.6787615912749896
241,0.6772530125015525
242,0.6757510496160268
243,0.6742556588343488
244,0.6727667967674041
245,0.6712844204163977
246,0.6698084871682999
247,0.6683389547913651
248,0.6668757814306999
249,0.665418925603911
250,0.6639683461968076
251,0.6625240024591743
252,0.6610858540005962
253,0.6596538607863498
254,0.658227983133351
255,0.6568081817061642
256,0.6553944175130635
257,0.653986651902151
258,0.6525848465575383
259,0.651188963495568
260,0.6497989650610976
261,0.6484148139238342
262,0.6470364730747223
263,0.6456639058223743
264,0.6442970757895599
265,0.6429359469097395
266,0.6415804834236433
267,0.6402306498759052
268,0.6388864111117349
269,0.6375477322736365
270,0.6362145787981796
271,0.6348869164128034
272,0.6335647111326731
273,0.6322479292575722
274,0.6309365373688424
275,0.6296305023263572
276,0.628329791265547
277,0.627034371594453
278,0.6257442109908226
279,0.6244592773992539
280,0.6231795390283587
281,0.6219049643479838
282,0.6206355220864505
283,0.6193711812278451
284,0.6181119110093336
285,0.6168576809185196
286,0.6156084606908299
287,0.6143642203069399
288,0.6131249299902293
289,0.6118905602042666
290,0.6106610816503366
291,0.609436465264988
292,0.6082166822176193
293,0.6070017039080942
294,0.6057915019643855
295,0.60458604824025
296,0.6033853148129351
297,0.602189273980908
298,0.60099789826162
299,0.5998111603892982
300,0.5986290333127573
301,0.5974514901932484
302,0.59627850440233
303,0.5951100495197662
304,0.5939460993314457
305,0.5927866278273384
306,0.5916316091994656
307,0.5904810178398989
308,0.589334828338786
309,0.5881930154823983
310,0.5870555542512036
311,0.5859224198179573
312,0.5847935875458267
313,0.5836690329865267
314,0.582548731878485
315,0.5814326601450294
316,0.5803207938925908
317,0.5792131094089374
318,0.5781095831614185
319,0.577010191795239
320,0.5759149121317487
321,0.5748237211667555
322,0.5737365960688542
323,0.5726535141777779
324,0.5715744530027707
325,0.5704993902209732
326,0.5694283036758341
327,0.5683611713755349
328,0.5672979714914348
329,0.5662386823565366
330,0.5651832824639635
331,0.5641317504654605
332,0.56308406516991
333,0.5620402055418616
334,0.5610001507000859
335,0.5599638799161387
336,0.5589313726129437
337,0.5579026083633897
338,0.5568775668889486
339,0.5558562280583036
340,0.5548385718859944
341,0.5538245785310818
342,0.5528142282958189
343,0.551807501624345
344,0.5508043791013942
345,0.5498048414510077
346,0.5488088695352771
347,0.5478164443530871
348,0.5468275470388805
349,0.5458421588614333
350,0.5448602612226455
351,0.5438818356563425
352,0.5429068638270941
353,0.5419353275290405
354,0.5409672086847366
355,0.5400024893440061
356,0.5390411516828088
357,0.538083178002119
358,0.5371285507268194
359,0.5361772524046042
360,0.5352292657048925
361,0.5342845734177589
362,0.5333431584528703
363,0.5324050038384363
364,0.5314700927201722
365,0.5305384083602689
366,0.5296099341363801
367,0.5286846535406132
368,0.5277625501785366
369,0.526843607768195
370,0.5259278101391358
371,0.5250151412314434
372,0.5241055850947893
373,0.5231991258874854
374,0.5222957478755537
375,0.5213954354317976
376,0.5204981730348941
377,0.5196039452684854
378,0.5187127368202844
379,0.5178245324811889
380,0.5169393171444057
381,0.5160570758045825
382,0.5151777935569501
383,0.5143014555964709
384,0.5134280472170007
385,0.5125575538104528
386,0.5116899608659784
387,0.5108252539691477
388,0.5099634188011446
389,0.5091044411379672
390,0.5082483068496387
391,0.5073950018994219
392,0.5065445123430468
393,0.5056968243279429
394,0.5048519240924805
395,0.5040097979652167
396,0.5031704323641568
397,0.5023338137960116
398,0.5014999288554728
399,0.5006687642244884
400,0.4998403066715495
401,0.49901454305098325
402,0.4981914603022498
403,0.49737104544925265
404,0.4965532855996478
405,0.49573816794416725
406,0.49492567975594337
407,0.49411580838984404
408,0.4933085412818111
409,0.4925038659482087
410,0.4917017699851745
411,0.4909022410679799
412,0.4901052669503942
413,0.48931083546405696
414,0.4885189345178568
415,0.48772955209731345
416,0.48694267626396776
417,0.48615829515477826
418,0.4853763969815216
419,0.48459697003019997
420,0.4838200026604543
421,0.48304548330498265
422,0.4822734004689642
423,0.48150374272948926
424,0.4807364987349922
425,0.47997165720469737
426,0.4792092069280574
427,0.4784491367642099
428,0.47769143564143063
429,0.4769360925565972
430,0.4761830965746527
431,0.4754324368280796
432,0.4746841025163751
433,0.47393808290553263
434,0.47319436732752823
435,0.47245294517981085
436,0.47171380592479917
437,0.47097693908938176
438,0.4702423342644218
439,0.469509981104267
440,0.46877986932626375
441,0.4680519887102765
442,0.46732632909821015
443,0.4666028803935393
444,0.4658816325608368
445,0.46516257562531454
446,0.4644456996723602
447,0.4637309948470845
448,0.46301845135386877
449,0.46230805945591774
450,0.4615998094748187
451,0.46089369179010015
452,0.4601896968387983
453,0.4594878151150255
454,0.45878803716954536
455,0.4580903536093458
456,0.4573947550972223
457,0.4567012323513631
458,0.4560097761449353
459,0.45532037730567726
460,0.45463302671549544
461,0.45394771531006217
462,0.4532644340784191
463,0.452583174062583
464,0.4519039263571568
465,0.45122668210894096
466,0.45055143251655255
467,0.4498781688300429
468,0.44920688235052303
469,0.4485375644297894
470,0.4478702064699546
471,0.44720479992308093
472,0.44654133629081555
473,0.4458798071240321
474,0.44522020402247253
475,0.4445625186343945
476,0.4439067426562182
477,0.44325286783218026
478,0.4426008859539902
479,0.4419507888604852
480,0.44130256843729476
481,0.4406562166165028
482,0.4400117253763167
483,0.4393690867407345
484,0.43872829277921943
485,0.43808933560637675
486,0.43745220738162954
487,0.43681690030890197
488,0.4361834066363011
489,0.4355517186558066
490,0.43492182870295687
491,0.43429372915654363
492,0.43366741243830437
493,0.43304287101262096
494,0.4324200973862192
495,0.4317990841078704
496,0.43117982376809705
497,0.43056230899888026
498,0.42994653247336856
499,0.4293324869055908
500,0.428720165050172
501,0.42810955970204767
502,0.4275006636961857
503,0.4268934699073076
504,0.426287971249612
505,0.42568416067650217
506,0.42508203118031324
507,0.4244815757920449
508,0.4238827875810931
509,0.4232856596549875
510,0.42269018515912576
511,0.4220963572765178
512,0.4215041692275243
513,0.4209136142696021
514,0.4203246856970507
515,0.41973737684076007
516,0.4191516810679603
517,0.4185675917819762
518,0.41798510242198
519,0.41740420646274834
520,0.4168248974144207
521,0.41624716882226015
522,0.4156710142664152
523,0.41509642736168495
524,0.4145234017572836
525,0.41395193113661155
526,0.413382009217023
527,0.4128136297495974
528,0.412246786518916
529,0.41168147334283606
530,0.41111768407226607
531,0.4105554125909484
532,0.4099946528152381
533,0.40943539869388645
534,0.4088776442078242
535,0.4083213833699499
536,0.4077666102249159
537,0.4072133188489193
538,0.40666150334949097
539,0.4061111578652918
540,0.4055622765659044
541,0.4050148536516305
542,0.40446888335328884
543,0.4039243599320141
544,0.4033812776790586
545,0.40283963091559394
546,0.4022994139925158
547,0.4017606212902493
548,0.4012232472185575
549,0.40068728621634675
550,0.4001527327514812
551,0.3996195813205912
552,0.39908782644888763
553,0.3985574626899779
554,0.3980284846256795
555,0.3975008868658382
556,0.3969746640481492
557,0.39644981083797415
558,0.3959263219281659
559,0.39540419203888877
560,0.39488341591744563
561,0.3943639883381022
562,0.39384590410191406
563,0.3933291580365562
564,0.39281374499615296
565,0.39229965986110693
566,0.3917868975379352
567,0.39127545295909816
568,0.3907653210828395
569,0.3902564968930195
570,0.38974897539895237
571,0.3892427516352472
572,0.3887378206616459
573,0.38823417756286477
574,0.38773181744843743
575,0.3872307354525584
576,0.38673092673392706
577,0.386232386475595
578,0.38573510988481097
579,0.3852390921928719
580,0.3847443286549695
581,0.38425081455004373
582,0.3837585451806315
583,0.38326751587272134
584,0.38277772197560683
585,0.3822891588617412
586,0.3818018219265945
587,0.3813157065885091
588,0.3808308082885588
589,0.3803471224904083
590,0.3798646446801736
591,0.3793833703662819
592,0.3789032950793357
593,0.37842441437197555
594,0.3779467238187441
595,0.37747021901595124
596,0.37699489558154303
597,0.3765207491549643
598,0.37604777539703244
599,0.3755759699898016
600,0.3751053286364379
601,0.37463584706108616
602,0.37416752100874534
603,0.37370034624513987
604,0.3732343185565946
605,0.37276943374990884
606,0.37230568765223326
607,0.3718430761109465
608,0.3713815949935312
609,0.3709212401874556
610,0.3704620076000499
611,0.370003893158389
612,0.36954689280917147
613,0.3690910025186037
614,0.36863621827228144
615,0.36818253607507356
616,0.36772995195100755
617,0.3672784619431537
618,0.3668280621135124
619,0.36637874854290037
620,0.36593051733083914
621,0.3654833645954437
622,0.3650372864733103
623,0.3645922791194095
624,0.36414833870697483
625,0.3637054614273955
626,0.36326364349011
627,0.3628228811224964
628,0.36238317056976993
629,0.3619445080948755
630,0.36150688997838476
631,0.3610703125183902
632,0.3606347720304052
633,0.3602002648472594
634,0.3597667873189982
635,0.3593343358127817
636,0.35890290671278535
637,0.3584724964200989
638,0.35804310135262957
639,0.3576147179450025
640,0.35718734264846475
641,0.356760971930788
642,0.35633560227617206
643,0.355911230185151
644,0.35548785217449735
645,0.35506546477712797
646,0.3546440645420118
647,0.3542236480340768
648,0.3538042118341171
649,0.3533857525387025
650,0.3529682667600875
651,0.3525517511261215
652,0.35213620228015796
653,0.35172161688096754
654,0.3513079916026476
655,0.35089532313453675
656,0.35048360818112584
657,0.3500728434619721
658,0.3496630257116147
659,0.34925415167948676
660,0.34884621812983285
661,0.3484392218416238
662,0.3480331596084738
663,0.34762802823855626
664,0.34722382455452283
665,0.3468205453934199
666,0.3464181876066091
667,0.34601674805968524
668,0.34561622363239636
669,0.3452166112185643
670,0.34481790772600474
671,0.3444201100764504
672,0.344023215205471
673,0.3436272200623967
674,0.3432321216102411
675,0.3428379168256236
676,0.34244460269869553
677,0.34205217623306244
678,0.3416606344457107
679,0.3412699743669323
680,0.34088019304025047
681,0.34049128752234725
682,0.3401032548829898
683,0.3397160922049578
684,0.3393297965839712
685,0.3389443651286199
686,0.3385597949602913
687,0.3381760832131003
688,0.3377932270338186
689,0.33741122358180675
690,0.3370300700289419
691,0.33664976355955173
692,0.33627030137034497
693,0.3358916806703439
694,0.33551389868081655
695,0.3351369526352096
696,0.33476083977908305
697,0.3343855573700423
698,0.3340111026776735
699,0.333637472983479
700,0.3332646655808103
701,0.3328926777748072
702,0.33252150688232923
703,0.3321511502318966
704,0.3317816051636237
705,0.33141286902915873
706,0.3310449391916193
707,0.33067781302553245
708,0.33031148791677156
709,0.32994596126249615
710,0.32958123047109106
711,0.3292172929621053
712,0.3288541461661935
713,0.32849178752505487
714,0.32813021449137497
715,0.3277694245287672
716,0.3274094151117126
717,0.3270501837255044
718,0.32669172786618744
719,0.32633404504050384
720,0.3259771327658335
721,0.32562098857013944
722,0.3252656099919102
723,0.3249109945801045
724,0.32455713989409624
725,0.3242040435036183
726,0.3238517029887086
727,0.32350011593965505
728,0.32314927995694226
729,0.32279919265119683
730,0.32244985164313406
731,0.3221012545635055
732,0.32175339905304634
733,0.3214062827624213
734,0.3210599033521742
735,0.3207142584926759
736,0.3203693458640721
737,0.32002516315623364
738,0.3196817080687036
739,0.31933897831064906
740,0.31899697160080925
741,0.31865568566744706
742,0.3183151182482975
743,0.317975267090521
744,0.31763612995065277
745,0.31729770459455453
746,0.31695998879736625
747,0.3166229803434587
748,0.3162866770263839
749,0.31595107664883093
750,0.31561617702257494
751,0.3152819759684335
752,0.31494847131621817
753,0.3146156609046891
754,0.31428354258150853
755,0.31395211420319563
756,0.31362137363508025
757,0.3132913187512592
758,0.31296194743454964
759,0.3126332575764457
760,0.31230524707707413
761,0.3119779138451494
762,0.311651255797931
763,0.3113252708611788
764,0.3109999569691116
765,0.31067531206436133
766,0.31035133409793303
767,0.3100280210291616
768,0.3097053708256685
769,0.3093833814633214
770,0.30906205092619116
771,0.3087413772065111
772,0.30842135830463635
773,0.30810199222900136
774,0.3077832769960807
775,0.3074652106303481
776,0.30714779116423574
777,0.306831016638095
778,0.3065148851001563
779,0.30619939460649015
780,0.3058845432209673
781,0.30557032901522035
782,0.3052567500686039
783,0.30494380446815755
784,0.30463149030856607
785,0.3043198056921227
786,0.30400874872869027
787,0.3036983175356637
788,0.3033885102379331
789,0.3030793249678465
790,0.3027707598651724
791,0.3024628130770632
792,0.30215548275801923
793,0.30184876706985153
794,0.3015426641816467
795,0.3012371722697301
796,0.3009322895176313
797,0.3006280141160471
798,0.3003243442628079
799,0.3000212781628417
800,0.2997188140281388
801,0.2994169500777191
802,0.2991156845375954
803,0.2988150156407406
804,0.2985149416270533
805,0.29821546074332383
806,0.29791657124320087
807,0.29761827138715785
808,0.2973205594424594
809,0.2970234336831292
810,0.2967268923899164
811,0.2964309338502632
812,0.2961355563582719
813,0.29584075821467404
814,0.29554653772679634
815,0.2952528932085303
816,0.29495982298030005
817,0.2946673253690302
818,0.2943753987081157
819,0.29408404133738947
820,0.29379325160309205
821,0.29350302785784094
822,0.2932133684605992
823,0.2929242717766459
824,0.2926357361775451
825,0.2923477600411163
826,0.29206034175140383
827,0.2917734796986479
828,0.2914871722792544
829,0.29120141789576603
830,0.29091621495683195
831,0.2906315618771801
832,0.2903474570775871
833,0.2900638989848505
834,0.289780886031759
835,0.28949841665706494
836,0.2892164893054564
837,0.28893510242752757
838,0.28865425447975174
839,0.28837394392445403
840,0.28809416922978265
841,0.28781492886968213
842,0.28753622132386564
843,0.2872580450777882
844,0.2869803986226192
845,0.2867032804552159
846,0.28642668907809654
847,0.2861506229994138
848,0.28587508073292844
849,0.28560006079798284
850,0.285325561719475
851,0.28505158202783304
852,0.2847781202589881
853,0.2845051749543507
854,0.28423274466078274
855,0.28396082793057364
856,0.2836894233214157
857,0.28341852939637685
858,0.28314814472387784
859,0.28287826787766546
860,0.28260889743678985
861,0.2823400319855784
862,0.2820716701136118
863,0.2818038104157001
864,0.2815364514918577
865,0.28126959194728063
866,0.28100323039232145
867,0.2807373654424661
868,0.28047199571831
869,0.28020711984553476
870,0.2799427364548849
871,0.279678844182144
872,0.27941544166811266
873,0.2791525275585841
874,0.2788901005043231
875,0.27862815916104106
876,0.27836670218937554
877,0.27810572825486685
878,0.2778452360279347
879,0.2775852241838582
880,0.2773256914027513
881,0.2770666363695434
882,0.276808057773954
883,0.27654995431047463
884,0.2762923246783452
885,0.2760351675815326
886,0.2757784817287098
887,0.27552226583323364
888,0.27526651861312534
889,0.2750112387910472
890,0.2747564250942841
891,0.2745020762547204
892,0.2742481910088207
893,0.27399476809760925
894,0.2737418062666481
895,0.2734893042660177
896,0.2732372608502974
897,0.27298567477854335
898,0.27273454481427006
899,0.2724838697254297
900,0.2722336482843925
901,0.2719838792679267
902,0.2717345614571796
903,0.27148569363765734
904,0.27123727459920544
905,0.2709893031359902
906,0.27074177804647875
907,0.2704946981334206
908,0.27024806220382774
909,0.2700018690689566
910,0.26975611754428874
911,0.2695108064495121
912,0.269265934608503
913,0.26902150084930687
914,0.2687775040041202
915,0.268533942909272
916,0.26829081640520613
917,0.26804812333646233
918,0.2678058625516592
919,0.2675640329034751
920,0.2673226332486312
921,0.2670816624478736
922,0.26684111936595567
923,0.26660100287161936
924,0.26636131183757983
925,0.2661220451405064
926,0.2658832016610061
927,0.26564478028360605
928,0.26540677989673633
929,0.2651691993927132
930,0.2649320376677225
931,0.26469529362180166
932,0.26445896615882464
933,0.26422305418648356
934,0.263987556616273
935,0.2637524723634738
936,0.26351780034713584
937,0.2632835394900623
938,0.26304968871879325
939,0.26281624696358935
940,0.2625832131584161
941,0.26235058624092766
942,0.26211836515245057
943,0.2618865488379691
944,0.261655136246108
945,0.26142412632911805
946,0.26119351804285984
947,0.26096331034678816
948,0.2607335022039375
949,0.26050409258090523
950,0.260275080447838
951,0.2600464647784155
952,0.2598182445498351
953,0.25959041874279776
954,0.25936298634149274
955,0.25913594633358245
956,0.2589092977101876
957,0.2586830394658731
958,0.2584571705986329
959,0.25823169010987534
960,0.2580065970044087
961,0.2577818902904278
962,0.25755756897949755
963,0.257333632086541
964,0.25711007862982294
965,0.25688690763093797
966,0.2566641181147944
967,0.2564417091096016
968,0.25621967964685555
969,0.255998028761325
970,0.2557767554910381
971,0.25555585887726784
972,0.2553353379645195
973,0.255115191800516
974,0.25489541943618543
975,0.25467601992564654
976,0.2544569923261962
977,0.25423833569829585
978,0.254020049105558
979,0.25380213161473364
980,0.2535845822956983
981,0.25336740022143994
982,0.25315058446804545
983,0.25293413411468735
984,0.25271804824361194
985,0.25250232594012595
986,0.2522869662925836
987,0.25207196839237433
988,0.25185733133391014
989,0.2516430542146128
990,0.2514291361349022
991,0.25121557619818247
992,0.25100237351083104
993,0.2507895271821858
994,0.2505770363245328
995,0.2503649000530941
996,0.2501531174860162
997,0.24994168774435696
998,0.24973060995207436
999,0.24951988323601504
1000,0.249309506725901
